Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Variant,Variant.1,Variant.2,Corporate:Creator,Corporate:enacting jurisdiction,Corporate:issuing body,Corporate:issuing body.1,Corporate:issuing body.2,Date:creation,Date:begin,Date:end,Identifier:OCLC number,bib,Note:,Note:.1,Note:.2,Note:.3,Note:.4,Note:.5,Note:.6,Note:description,Note:material details,Note:physical description,Note:publication,Person:Creator,Person:author,Person:issuing body,Person:issuing body.1,bibex,FAST Name,FAST Corporate,FAST Conference,FAST Topic,FAST Geographic,FAST Genre
N65537#1,Object,,,text,spa  - Spanish; Castilian ,"Severo Cosio, Gobernador constitucional interino del Estado libre y soberano de Zacatecas ... Que por el Ministerio de Hacienda y Crédito Público, se me ha comunicado el decreto que sigue ... Benito Juarez, Presidente constitucional de los Estado-Unidos mexicanos ... he tenido á bien decretar lo siguiente: Artículo único. Para facilitar el cobro de la contribucion de uno por ciento sobre capitales, decretada en 30 de Enero último",,,,,Mexico,"Mexico, Secretaría de Hacienda y Crédito Público","Mexico, President (1858-1872 : Juárez)",Zacatecas (Mexico : State),1863,1863-01-01,1863-12-31,1003655447,b9583465,Title from caption and first lines of text,Verso of sheet blank,Text printed in three columns,""" ... Salon del despacho del Gobierno del Estado libre de Zacatecas, Marzo 7 de 1863.""","Signed: Severo Cosio, Sotero de la Torre",,,"Zacatecas state broadside printing of a federal decree issued during the administration of Benito Juarez, concerning the implementation of a tax",text,1 sheet (2 unnumbered pages) ; 32 x 22 cm,Zacatecas : publisher not identified,,,"Cosío, Severo","Torre, Sotero de la",b95834655,,,,Politics and government | Taxation--Law and legislation,Mexico,
N65537#57,Object,,,text,spa  - Spanish; Castilian ,"Severo Cosio, gobernador constitucional interino del Estado libre y soberano de Zacatecas ... Que por el Ministerio de Relaciones esteriores y Gobernacion, se me ha comunicado el decreto que sigue: Benito Juarez, Presidente constitucional de los Estado-Unidos Mexicanos, á sus habitantes, sabed: Que el Congreso de la Union, ha tenido á bien decretar lo siguiente: Art. 1o. Son nulos y jamas podran aprobarse los actos de las llamadas autoridades puestas por el invasor ó los traidores",,,,,Mexico,Mexico. ǂb President (1858-1872 : Juarez),Zacatecas (Mexico : State),,1863,1863-01-01,1863-12-31,1003219233,b9578941,Title from caption and first lines of text,Verso of sheet blank,""" ... Salon del despacho del Gobierno del Estado libre de Zacatecas, Enero 6 de 1863.""","Signed: Severo Cosio, Sotero de la Torre",,,,"Zacatecas state broadside printing of a federal decree issued during the administration of Benito Juarez, declaring null and void any acts made by or contracts made with authorities representing the invading French forces",text,1 sheet ; 32 x 22 cm,Zacatecas : publisher not identified,,,"Cosío, Severo","Torre, Sotero de la",b95789418,,,,Politics and government,Mexico | Zacatecas (Mexico : State),
N65537#191,Object,,,text,spa  - Spanish; Castilian ,"S.M. el Emperador se ha servido dirigirme el decreto que sigue. Agustin, por la Divina Providencia y por el Congreso de la Nación primer Emperador Constitucional de México ... La Junta Nacional instituyente del Imperio Mexicano habiendo tomado en consideración las indicaciones hechas por el Gobierno, de haber comenzado á hostilizar el Castillo de S. Juan de Ulúa la plaza de Veracruz, segun resulta de los partes oficiales remitidos al mismo Gobierno, lo cual constituye a la Nación en estado de continuar la guerra de Independencia ... Primero. Se prohibe la extracción de dinero, frutos géneros y mercaderías para la Península de España y cualesquiera puertos y lugares dependientes de su gobierno",,,,,Mexico,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Hacienda",,1822,1822-01-01,1822-12-31,992441640,b9473166,Title from beginning of text,In upper left corner of page [1]: Ministerio de Hacienda,"Decree issued by the Ministerio de Hacienda concerning Spaniards in Mexico, which, in light of recent hostilities in Veracruz, sets forth restrictions on commerce with Spain and the movement of money and valuables by Spaniards living in Mexico","Decree dated and signed on page [4]: ""México á 5 de Noviembre de 1822 ... Antonio de Medina.""",,,,,text,"1 sheet (4 pages) ; 29 x 40 cm, folded to 29 x 20 cm",Mexico : publisher not identified,,,"Medina, Antonio de, 1771-1827","Iturbide, Agustín de, 1783-1824",b94731664,,,,Politics and government | Spaniards,Mexico,History | Sources
N65537#58,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos, se ha servido dirigirme el decreto siguiente ... el Congreso General ha decretado lo que sigue. 1o. Un general de conocimientos facultativos mandará el cuerpo de ingenieros con la denominacion de director general. 2o. Constará el cuerpo de cuatro coroneles, cuatro tenientes coroneles, catorce capitanes, quince tenientes y diez y seis subtenientes. 3o. A cargo del cuerpo de ingenieros se establecerá un colegio para la instruccion de todas las armas del Ejército",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1827)","Mexico, President (1824-1829 : Vic.)",1827,1827-01-01,1827-12-31,1002636605,b9577828,"At head of sheet: Secretaria de Guerra y Marina, Seccion 7a",Title from first lines of text,Circular dated and signed at end: México 5 de Noviembre de 1827. G. Pedraza,,,,,Circular from the Ministerio de Guerra y Marina transmitting a decree organizing a corps of engineers which will be in charge of a military college,text,1 folded sheet (1 unnumbered page) ; 30 x 21 cm,Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95778287,,,,,,
N65537#190,Object,,,text,spa  - Spanish; Castilian ,"S.M. el Emperador se ha servido dirigirme el Decreto que sigue. Agustin, por la Divina Providencia y por el Congreso de la Nacion; primer Emperador Constitucional de México ... El Soberano Congreso constituyente Mexicano en vista de la consulta hecha por D. Mariano José Zúñiga y Ontiveros sobre dias feriados ... Primero. Continuará por ahora en México, la festividad eclesiástica del Santo Martir Hipólito por ser su titular",Justicia y negocios eclesiásticos. Seccion mixta. Decreto,,,,Mexico,"Mexico, Emperor (Iturbide : 1822-1823)",,,1822,1822-01-01,1822-12-31,987569811,b9418552,Title from first lines of proclamation,"Dated: ""México Agosto 23 de 1822.""",Type-signed at end: José Dominguez,,,,,"Decree promulgated by Emperor Iturbide (Augustín I), setting forth feast days to be observed, including religious celebrations for Saint Hippolytus, the Virgin of Guadalupe (""el 12 de Diciembre, el mas grande para esta América""), Saint Rosa of Lima, and others. Also announces September 17 as the day to celebrate the anniversary of ""las víctimas de la Patria.""",text,1 sheet (1 unnumbered page) ; 28 x 20 cm,Mexico : publisher not identified,,,"Domínguez, José, 1784-1834",,b94185529,,,,Fasts and feasts | Holidays | Politics and government,Mexico,History | Sources
N65537#59,Object,,,text,spa  - Spanish; Castilian ,"Severo Cosio, gobernador constitucional interino del Estado libre de Zacatecas ... Que por la Secretaria de Estado y del Despacho de Hacienda y Crédito Público, se me ha comunicado el decreto que sigue ... Benito Juarez, Presidente constitucional de los Estado-Unidos mexicanos ... he tenido á bien decretar lo siguiente: Art. 1o. Para cubrir el presupuesto de la administracion federal, en el corriente año, todo capital de mil pesos arriba",,,,,Mexico,"Mexico, Secretaría de Hacienda y Crédito Público","Mexico, President (1858-1872 : Juárez)",Zacatecas (Mexico : State),1863,1863-01-01,1863-12-31,1003222221,b9578965,Title from caption and first lines of text,Verso of sheet blank,Text printed in three columns,""" ... Salon del despacho del Gobierno del Estado libre de Zacatecas, Febrero 18 de 1863.""","Signed: Severo Cosio, Sotero de la Torre",,,"Zacatecas state broadside printing of a federal decree issued during the administration of Benito Juarez, establishing a tax of 1% on all capital valued above 1000 pesos",text,1 sheet ; 34 x 22 cm,Zacatecas : publisher not identified,,,"Cosío, Severo","Torre, Sotero de la",b95789650,,,,Politics and government | Taxation--Law and legislation,Mexico,
N65537#52,Object,,,text,spa  - Spanish; Castilian ,Por mi nota de 17 del pasado llamé la atencion de V.E. sobre las noticias recibidas hasta entonces relativas á los preparativos que en España se hacian para una nueva invasion de esta República,,,,,"Mexico, Ministerio de Relaciones Interiores y Esteriores",,,,1830,1830-01-01,1830-12-31,20385187,b9288901,At head of title: Primera Secretaria de Estado. Departamento del Interior. Seccion 1.a,Dated: México 17 de abril de 1830,Signed: Alamán,,,,,Concerns Spain's late attempts at reconquer Mexico,text,1 sheet (2 pages) ; 29 cm,Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b92889013,,,,Diplomatic relations | Politics and government,Mexico | Spain,History | Sources
N65537#53,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente, se ha servido dirigirme el decreto que sigue ... En lo sucesivo pagarà el carbon animal que se introduzca á la República, á razon de cuatro reales el quintal por derecho de importacion",,,,,Mexico,"Mexico, President (1851-1853 : Arista)","Mexico, Secretaría de Hacienda",,1851,1851-01-01,1851-12-31,1017991341,b9648052,Title from first lines of text,At head of page [1]: Ministerio de Hacienda. Seccion 1a,"Dated and signed on page [2]: ""México, Mayo 9 de 1851. Yañez.""",,,,,"Broadside printing of a federal decree issued during the administration of Mariano Arista, announcing a new tax on imported coal",text,1 sheet (2 unnumbered pages) ; 21 x 16 cm,Mexico : publisher not identified,,,"Yáñez, Mariano, 1795-1881","Arista, Mariano, 1802-1855",b9648052x,,,,Coal--Taxation | Taxation--Law and legislation,Mexico,History | Sources
N65537#54,Object,,,text,spa  - Spanish; Castilian ,El Escmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado ... se faculta al gobierno para poner sobre las armas toda la milicia activa que juzgue necesaria,,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1828)","Mexico, President (1824-1829 : Vic.)",1828,1828-01-01,1828-12-31,54228389,b9544258,Title from first lines of text,"At head of sheet: Secretaria de Guerra y Marina, Seccion 6a","Circular from the Ministerio de Guerra y Marina transmitting a national decree issued during the administration of Guadalupe Victoria, authorizing the executive branch of government to ready the militia",Circular dated and signed at end: México mayo 14 de 1828. G. Pedraza,Decree dated: 14 de mayo de 1828,Final [3] pages blank,,,text,"1 folded sheet (4 unnumbered pages) ; 21 x 30 cm, folded to 21 x 16 cm",Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95442583,,,,Executive power | Military readiness--Law and legistation,Mexico,
N65537#55,Object,,,text,spa  - Spanish; Castilian ,"Con fecha de 26 de Junio último se ha servido el Exmô. Señor Virrey, comunicarme la orden siguiente ... El Fiscal de Real Hacienda dice: que los Ministros de las Caxas generales han entendido con equivocacion la Superior órden que se les comunicó en 24 de Mayo último, sobre contribucion del diez y ocho por ciento de Media Anata",,,,,New Spain,,,,1804,1804-01-01,1804-12-31,1013745585,b9632426,Title from first lines of text,Dated and signed in print on page [2]: México 7 de Julio de 1804. Silvestre Diaz de la Vega,Pages [3]-[4] blank,,,,,"Circular issued by accountant general of the royal tobacco monopoly in New Spain under viceroy Iturrigaray, relating to a misinterpretation of an earlier order concerning taxation",text,1 sheet (4 unnumbered pages) ; 30 x 42 cm folded to 30 x 21 cm,Mexico : publisher not identified,,,"Díaz de la Vega, Silvestre","Iturrigaray y Aróstegui, José de, 1742-1815",b96324260,,,,Politics and government | Taxation--Law and legislation | Tobacco industry--Law and legislation,Mexico | New Spain,History | Sources
N65537#199,Object,,,text,spa  - Spanish; Castilian ,"Con fecha 1o. de Abril último se ha servido el Exmô. Señor Virrey comunicarme la Orden que dice asi ... En vista de la Carta de V.E. de 26 de Junio último, N. 174, en que dá cuenta con Testimonio de haber mandado, con acuerdo de la Junta Superior, que se restituyese á su empleo Don Joseph Martinez de Ortega, Oficial de ese Tribunal de Cuentas",,,,,New Spain,,,,1804,1804-01-01,1804-12-31,1013596894,b9631997,Title from first lines of text,Dated and signed in print on page [2]: México 2 de Junio de 1804. Silvestre Diaz de la Vega,"Special Collections copy signed by Díaz de la Vega, with his manuscript flourish",,,,,"Circular issued by accountant general of the royal tobacco monopoly in New Spain under viceroy Iturrigaray, restoring Joseph Martinez de Ortega to his position with the Tribunal de Cuentas",text,1 sheet (2 unnumbered pages) ; 30 x 21 cm,Mexico : publisher not identified,,,"Díaz de la Vega, Silvestre","Iturrigaray y Aróstegui, José de, 1742-1815",b96319975,,,,Politics and government | Tobacco industry--Law and legislation,Mexico | New Spain,History | Sources
N65537#50,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier Venégas de Saavedra ... Virey, Gobernador y Capitan general de esta N.E. ... Entre los infames medios de que se ha valido el pérfido Cura Hidalgo para corromper la imperturable fidelidad de los Naturales de este Reyno ... no han dado oidos á la alarmadora voz de la insurreccion mas irracional é iniqua que ha hecho resonar aquel monstruoso rebelde",Entre los infames medios de que se ha valido el pérfido Cura Hidalgo para corromper la imperturable fidelidad de los Naturales de este Reyno,"Medina, T.J. México,",,,"New Spain, Viceroy (1810-1813 : Venegas)",,,,"Jan. 19, 1811",1811-01-19,1811-01-19,45690724,b9605440,Title from first lines of text,Signed at end: Dado en el Real Palacio de México á 19 de Enero de 1811,"""... es uno el de haber esparcido un Manifiesto impreso en forma de edicto, y otros cortos papeles manuscritos tan sediciosos como aquel, en que suponiendo atrevidamente falsedades contra los Europeos, quiere hacer servir estas imposturas de pretexto al atroz desahogo de su violenta pasion, burlándose descaradamente de los anatemas que le ha fulminado el santo Tribunal de la Inquisicion con respecto á sus heregías ...""",Verso of sheet with stamps of Charles IV and Ferdinand VII,"""Ofreciendo castigar como reos de alta traición á las personas que retuvieren en su poder ó comunicasen alguno de los <<libelos incendiarios>> de Hidalgo"" - Medina",Special Collections copy signed by Josef Ignacio Negreyros y Soria (manuscript) and Viceroy Venégas (manuscript flourish),,"Broadside issued by the viceroy of New Spain relating to the insurrection led by Miguel Hidalgo, including disparaging comments about Napoleon, ""tirano de la Europa, "" and his intrusive brother Joseph Bonaparte, installed as King of Spain",text,1 sheet ; 42 x 31 cm,Mexico : publisher not identified,,,"Venegas, Francisco Xavier, 1760-1838",,b96054402,"Hidalgo y Costilla, Miguel, 1753-1811 | Joseph Bonaparte, King of Spain, 1768-1844",,Napoleonic Conquest of Spain (1808-1813) | Wars of Independence (Mexico : 1810-1821),"Government, Resistance to | Insurgency | Politics and government",Mexico | Spain,History
N65537#198,Object,,,text,spa  - Spanish; Castilian ,"Jesus G. Ortega, gobernador constitucional del estado libre de Zacatecas, á sus habitantes, sabed; Que por el Ministerio de Justicia, Fomento é Instruccion pública ... Benito Juarez, Presidente constitucional de los Estados- Unidos mexicanos ... he tenido á bien decretar lo siguiente: Art. 1o. Siendo nulos los actos de los jueces intervencionistas",,,,,Mexico,"Mexico, President (1858-1872 : Juárez)","Mexico, Secretaría de Justicia e Instrucción Pública",,1863,1863-01-01,1863-12-31,1003223720,b9578967,Title from opening lines of text,Verso blank,"Dated: Zacatecas, Octubre 28 de 1863","Type signed: Jesus G. Ortega, Sotero de la Torre",,,,Broadside issued by the governor of Zacatecas transmitting a decree by Benito Juárez declaring legal decisions by judges under the invading French power to be null and void,text,1 sheet ; 34 x 23 cm,Zacatecas : publisher not identified,,,"González Ortega, Jesús, 1822-1881","Torre, Sotero de la",b95789674,,,,Politics and government,Mexico | Zacatecas (Mexico : State),
