,bibex,bib,filename,Object Unique ID,Level,file_name,File use,Type of Resource,Language,Language2,Title,Subtitle,Translation,Variant,Variant2,Variant3,Variant4,Corporate:Creator,Corporate:Creator2,Corporate:Creator3,Corporate:Creator4,Corporate:Creator5,Corporate:author,Corporate:enacting jurisdiction,Corporate:issuing boday,Corporate:issuing body,Corporate:issuing body 2,Corporate:issuing body 3,Corporate:printer,Corporate:publisher,Date:creation,Date:production,Identifier:OCLC number,Note:,Note:2,Note:3,Note:4,Note:5,Note:6,Note:7,Note:description,Note:material details,Note:physical description,Note:publication,Note:publication2,Note:table of contents,Person:Creator,Person:Creator2,Person:Creator3,Person:Creator4,Person:Creator5,Person:Creator6,Person:Creator7,Person:Creator8,Person:author,Person:issuing body,Person:issuing body 2,Person:issuing body 3,Person:printer,Person:printer2,Subject:genre,Subject:genre2,Subject:geographic,Subject:topic,Subject:topic2,Unnamed: 63
42,b34088052,b3408805,b34088052_1.tif,N65537#26,Object,,,text,,,Se autoriza al Ejecutivo para que por el Ministerio de Fomento expida los correspondientes títulos de propiedad de terrenos baldíos en la Baja-California,,,El C. Presidente de la República se ha servido dirigirme el decreto que sigue,"Sebastian Lerdo de Tejada, Presidente constitucional de los Estados-Unidos Mexicanos, á sus habitantes, sabed",Sandoval,,Mexico,"Mexico, Secretaría de Fomento, Colonización, Industria y Comercio",,,,,,,,,,,,1874,,,"At head of title: El C. Presidente de la República se ha servido dirigirme el decreto que sigue: Sebastian Lerdo de Tejada, Presidente constitucional de los Estados-Unidos Mexicanos, á sus habitantes, sabed:","Dated: México, Diciembre 14 de 1874",Signed: Balcárcel,,,,,,text,1 sheet , 33 x 22 cm,"México, Ministerio de Fomento, Colonizacion, Industria y Comercio de la Republica Mexicana, Seccion 1a",,,"Balcárcel, Blas, 1835(?]-1899",,,,,,,,,,,,,,,,,,
43,b34088052,b3408805,b34088052_2.tif,N65537#26,Object,,,text,,,Se autoriza al Ejecutivo para que por el Ministerio de Fomento expida los correspondientes títulos de propiedad de terrenos baldíos en la Baja-California,,,El C. Presidente de la República se ha servido dirigirme el decreto que sigue,"Sebastian Lerdo de Tejada, Presidente constitucional de los Estados-Unidos Mexicanos, á sus habitantes, sabed",Sandoval,,Mexico,"Mexico, Secretaría de Fomento, Colonización, Industria y Comercio",,,,,,,,,,,,1874,,,"At head of title: El C. Presidente de la República se ha servido dirigirme el decreto que sigue: Sebastian Lerdo de Tejada, Presidente constitucional de los Estados-Unidos Mexicanos, á sus habitantes, sabed:","Dated: México, Diciembre 14 de 1874",Signed: Balcárcel,,,,,,text,1 sheet , 33 x 22 cm,"México, Ministerio de Fomento, Colonizacion, Industria y Comercio de la Republica Mexicana, Seccion 1a",,,"Balcárcel, Blas, 1835(?]-1899",,,,,,,,,,,,,,,,,,
44,b34088465,b3408846,b34088465_1.tif,N65537#27,Object,,,text,,,"Ignacio Pesqueira, comandante en gefe de las fuerzas de la frontera, a sus subordinados. : Compañeros: Una nueva espedicion de filibusteros amenaza la independencia del Estado, nuevos sacrificios exije de vosotros la patria ... Banámichi, julio 18 de 1857",,,Compañeros: Una nueva espedicion de filibusteros amenaza la independencia del Estado,,,,,,,,,,,,,,,,,1857,,,,,,,,,,,text,1 sheet ([1] page) , 35 cm,"Ures Mexico, Imprenta del Gobierno á cargo de J.P. Siqueiros",,,"Pesqueira, Ignacio, 1820-1886",,,,,,,,,,,,,,,,,,
45,b34089408,b3408940,b34089408_1.tif,N65537#28,Object,,,text,,,"Habiéndose cometido la equivocación al redactar el decreto de 17 de Febrero último de comprender entre los puertos del mar del sur que quedaban abiertos para solo el comercio de cabotaje, el puerto de Navachiste, situado en el golfo de Californias, y que por lo tanto debió incluirse entre los de Altata, Cabo de S. Lucas, La Paz y Loreto, establecidos en el propio golfo, el Exmo. Sr. Presidente me manda comunicarlo á V",,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,,,,,,,1837,,,Title from first lines of text,"At end: Dios y libertad. México, Agosto 11 de 1837.  Lebrija",,,,,,,text,1 sheet ([1] page) , 31 x 21 cm,"Mexico City, Ministerio de Hacienda, Seccion 1a",,,"Lebrija, ministro",,,,,,,,,,,,,,,,,,
46,b34096279,b3409627,n,N65537#29,Object,,,text,,,Estado que manifiesta la fuerza que deben tener las seis compañias que se consideran necesarias para la guarnicion de los territorios de la Alta y Baja California : con espresion de los haberes y gratificaciones que deberán disfrutar,,,,,,,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina",,,,,,,,,,,,,1828,,19375771.0,At end: Es copia México 8 de Mayo de 1828--Corregido.-- Basconcelos,Signed: F. Castro,"Special Collections copy accompanied by 1-page printed decree by President Guadalupe Victoria relating to the oragnization of military forces in Alta and Baja California, dated May 8, 1828, and signed at end: G. Pedraza",Housed in a red folding cloth case,,,,,text,1 sheet ([1] pages) , 43 x 32 cm + [1] sheet (30 cm),"México, publisher not identified",,,"Castro, F",,,,,,,,,,,,,,,,,,
47,b34096279,b3409627,b34096279_1.tif,N65537#29,Object,,,text,,,Estado que manifiesta la fuerza que deben tener las seis compañias que se consideran necesarias para la guarnicion de los territorios de la Alta y Baja California : con espresion de los haberes y gratificaciones que deberán disfrutar,,,,,,,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina",,,,,,,,,,,,,1828,,19375771.0,At end: Es copia México 8 de Mayo de 1828--Corregido.-- Basconcelos,Signed: F. Castro,"Special Collections copy accompanied by 1-page printed decree by President Guadalupe Victoria relating to the oragnization of military forces in Alta and Baja California, dated May 8, 1828, and signed at end: G. Pedraza",Housed in a red folding cloth case,,,,,text,1 sheet ([1] pages) , 43 x 32 cm + [1] sheet (30 cm),"México, publisher not identified",,,"Castro, F",,,,,,,,,,,,,,,,,,
48,b34096279,b3409627,b34096279_2.tif,N65537#29,Object,,,text,,,Estado que manifiesta la fuerza que deben tener las seis compañias que se consideran necesarias para la guarnicion de los territorios de la Alta y Baja California : con espresion de los haberes y gratificaciones que deberán disfrutar,,,,,,,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina",,,,,,,,,,,,,1828,,19375771.0,At end: Es copia México 8 de Mayo de 1828--Corregido.-- Basconcelos,Signed: F. Castro,"Special Collections copy accompanied by 1-page printed decree by President Guadalupe Victoria relating to the oragnization of military forces in Alta and Baja California, dated May 8, 1828, and signed at end: G. Pedraza",Housed in a red folding cloth case,,,,,text,1 sheet ([1] pages) , 43 x 32 cm + [1] sheet (30 cm),"México, publisher not identified",,,"Castro, F",,,,,,,,,,,,,,,,,,
49,b35323954,b3532395,b35323954_1.tif,N65537#30,Object,,,text,,,"Por la secretaría de relaciones se ha dado cuenta al Ecsmo. Sr. Presidente de una circular impresa en la gaceta de Madrid de 10 de febrero de este año, dada en Roma á 24 de Setiembre del anterior",,,,,,,"Mexico, Secretaría de Justicia y Negocios Eclesiásticos",,,,,,,,,,,,,1825,,,At end: Dios guardeá V.S.I. muchos años. Mexico julio 6 de 1825. Miguel Ramos Arizpe,,,,,,,,text,1 sheet ([1] page) , 30 x 21 cm,"México, Secretaría de Justicia y Negocios Eclesiásticos",,,"Ramos Arizpe, Miguel, 1775-1843",,,,,,,,,,,,,,,,,,
50,b35352942,b3535294,b35352942_1.tif,N65537#31,Object,,,text,,,El Escmo. Sr. Presidente se ha servido dirigirme el decreto que sigue ... Congreso General ha decretado ... Se autoriza al Gobierno para disponer hasta de dos mil quinientos hombres de Guardia nacional de los Estados de Guanajuata ... [et al.] ... pacificacion de Tamaulipas ... contra las agresiones de los bárbaros,,,,,,,Mexico,"Mexico, President (1851-1853 : Arista)","Mexico, Congreso","Mexico, Ministerio de Guerra y Marina",,,,,,,,,,1851,,,Title from first lines of text,"""... Mariano Arista.--A D. Manuel Robles ... México, Octubre 15 de 1851.""",Typesigned: Robles,,,,,,text,1 sheet ([1] page) , 35 x 23 cm,"Mexico, Ministerio de Guerra y Marina, Seccion de Operaciones",,,"Arista, Mariano, 1802-1855","Robles Pezuela, Manuel, 1817-1862",,,,,,,,,,,,,,,,,
51,b35353053,b3535305,b35353053_1.tif,N65537#32,Object,,,text,,,"Los Escmos. Sres. secretarios del Consejo de Gobierno se han servido dirigirme el acuerdo siguente ... El Consejo presta su consentimiento para que el gobierno pueda disponer hasta de cuatro mil hombres de la guardia nacional que ecsista en los estados limítrofes, a los en que se ha alterado el órden público ... No podrá disponer de la de los estados que actualmente se hallan invadidos por las tribus bárbaras",,,,,,,Mexico,"Mexico, Consejo de Gobierno","Mexico, Ministerio de Guerra y Marina., Seccion de Operaciones",,,,,,,,,,,1852,,,Title from first lines of text,"""... Manuel Robredo ... Ramon Larrainzar ... México, Agosto 3 de 1852.""",Typesigned and signed: Manuel María de Sandoval,,,,,,text,1 sheet ([1] page) , 32 x 22 cm,"Mexico, Ministerio de Guerra y Marina, Seccion de Operaciones",,,"Robredo, Manuel","Larrainzar, Ramon","Sandoval, Manuel María de",,,,,,,,,,,,,,,,
52,b35353922,b3535392,n,N65537#33,Object,,,text,,,"Don Felix Maria Calleja del Rey ... Virey ... Por el Ministerio de la Gobernacion de Ultramar se me ha comunicado con fecha 15 de noviembre último, la real orden siguente ... Como sea uno de los medios mas análogos á la prosperidad ... repartir las tierras á los indios ... que deben labrar y cultivar ... sin poder venderlas",,,,,,,New Spain,"New Spain, Viceroy (1813-1816 : Calleja del Rey)",,,,,,,,,,,,1813,,,Title from first lines of text,"""... Dado en México á 28 de Abril de 1813.""",Typesigned and signed: Felix Calleja,Seal of Ferdinando VII on verso,,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Calleja del Rey, Félix María, conde de Calderón, 1755?- 1828",,,,,,,,,,,,,,,,,,
53,b35353922,b3535392,b35353922_1.tif,N65537#33,Object,,,text,,,"Don Felix Maria Calleja del Rey ... Virey ... Por el Ministerio de la Gobernacion de Ultramar se me ha comunicado con fecha 15 de noviembre último, la real orden siguente ... Como sea uno de los medios mas análogos á la prosperidad ... repartir las tierras á los indios ... que deben labrar y cultivar ... sin poder venderlas",,,,,,,New Spain,"New Spain, Viceroy (1813-1816 : Calleja del Rey)",,,,,,,,,,,,1813,,,Title from first lines of text,"""... Dado en México á 28 de Abril de 1813.""",Typesigned and signed: Felix Calleja,Seal of Ferdinando VII on verso,,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Calleja del Rey, Félix María, conde de Calderón, 1755?- 1828",,,,,,,,,,,,,,,,,,
54,b35353922,b3535392,b35353922_2.tif,N65537#33,Object,,,text,,,"Don Felix Maria Calleja del Rey ... Virey ... Por el Ministerio de la Gobernacion de Ultramar se me ha comunicado con fecha 15 de noviembre último, la real orden siguente ... Como sea uno de los medios mas análogos á la prosperidad ... repartir las tierras á los indios ... que deben labrar y cultivar ... sin poder venderlas",,,,,,,New Spain,"New Spain, Viceroy (1813-1816 : Calleja del Rey)",,,,,,,,,,,,1813,,,Title from first lines of text,"""... Dado en México á 28 de Abril de 1813.""",Typesigned and signed: Felix Calleja,Seal of Ferdinando VII on verso,,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Calleja del Rey, Félix María, conde de Calderón, 1755?- 1828",,,,,,,,,,,,,,,,,,
55,b35354033,b3535403,n,N65537#34,Object,,,text,,,"Don Felix Maria Calleja del Rey ... Virey ... Por el Ministerio de la Gobernacion de Ultramar se me ha comunicado con fecha 13 de noviembre último, la real orden que sigue ... D. Fernando VII ... que las Cortes han decretado ... quedan abolidas las mitas ... ó repartimientos de indios, y todo servicio personal",,,,,,,New Spain,"Spain, Cortes (1810-1813)","New Spain, Viceroy (1813-1816 : Calleja del Rey)",,,,,,,,,,,1813,,,Title from first lines of text,"""... Francisco Morrós ... a D. Ciriaco Gonzalez Carbajal ...""","""... Dado en Mexico á 2 de Junio de 1813.""",Typesigned and signed: Felix Calleja,Seal of Ferdinando VII on verso,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Calleja del Rey, Félix María, conde de Calderón, 1755?- 1828","Morrós, Francisco","Gonzalez Carbajal, Ciriaco",,,,,,,,,,,,,,,,
56,b35354033,b3535403,b35354033_1.tif,N65537#34,Object,,,text,,,"Don Felix Maria Calleja del Rey ... Virey ... Por el Ministerio de la Gobernacion de Ultramar se me ha comunicado con fecha 13 de noviembre último, la real orden que sigue ... D. Fernando VII ... que las Cortes han decretado ... quedan abolidas las mitas ... ó repartimientos de indios, y todo servicio personal",,,,,,,New Spain,"Spain, Cortes (1810-1813)","New Spain, Viceroy (1813-1816 : Calleja del Rey)",,,,,,,,,,,1813,,,Title from first lines of text,"""... Francisco Morrós ... a D. Ciriaco Gonzalez Carbajal ...""","""... Dado en Mexico á 2 de Junio de 1813.""",Typesigned and signed: Felix Calleja,Seal of Ferdinando VII on verso,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Calleja del Rey, Félix María, conde de Calderón, 1755?- 1828","Morrós, Francisco","Gonzalez Carbajal, Ciriaco",,,,,,,,,,,,,,,,
57,b35354033,b3535403,b35354033_2.tif,N65537#34,Object,,,text,,,"Don Felix Maria Calleja del Rey ... Virey ... Por el Ministerio de la Gobernacion de Ultramar se me ha comunicado con fecha 13 de noviembre último, la real orden que sigue ... D. Fernando VII ... que las Cortes han decretado ... quedan abolidas las mitas ... ó repartimientos de indios, y todo servicio personal",,,,,,,New Spain,"Spain, Cortes (1810-1813)","New Spain, Viceroy (1813-1816 : Calleja del Rey)",,,,,,,,,,,1813,,,Title from first lines of text,"""... Francisco Morrós ... a D. Ciriaco Gonzalez Carbajal ...""","""... Dado en Mexico á 2 de Junio de 1813.""",Typesigned and signed: Felix Calleja,Seal of Ferdinando VII on verso,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Calleja del Rey, Félix María, conde de Calderón, 1755?- 1828","Morrós, Francisco","Gonzalez Carbajal, Ciriaco",,,,,,,,,,,,,,,,
58,b35354288,b3535428,n,N65537#35,Object,,,text,,,"Don Juan Ruiz de Apodaca y Eliza ... Conde de Venadito ... Virey ... El Exmo. Sr. D. Antonio Porcél, Secretario de Estado y del despacho de lo [i.e. la] Gobernacion de Ultramar me ha comunicado, la real órden del tenor siguente ... El Rey se ha servido dirigirme con fecha 22 del presente mes ... tuve á bien restablecer ... los decretos ... aboliendo las mitas ... de indios, y cualquiera otro servicio personal",,,,,,,New Spain,"New Spain, Viceroy (1816-1821 : Apodaca)",,,,,,,,,,,,1820,,,Title from first lines of text,"""... Dado en el Palacio de Méjico á 29 de Agosto de 1820.""",Typesigned and signed: El Conde del Venadito,,,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Apodaca, Juan Ruiz de","Porcel, Antonio",,,,,,,,,,,,,,,,,
59,b35354288,b3535428,b35354288_1.tif,N65537#35,Object,,,text,,,"Don Juan Ruiz de Apodaca y Eliza ... Conde de Venadito ... Virey ... El Exmo. Sr. D. Antonio Porcél, Secretario de Estado y del despacho de lo [i.e. la] Gobernacion de Ultramar me ha comunicado, la real órden del tenor siguente ... El Rey se ha servido dirigirme con fecha 22 del presente mes ... tuve á bien restablecer ... los decretos ... aboliendo las mitas ... de indios, y cualquiera otro servicio personal",,,,,,,New Spain,"New Spain, Viceroy (1816-1821 : Apodaca)",,,,,,,,,,,,1820,,,Title from first lines of text,"""... Dado en el Palacio de Méjico á 29 de Agosto de 1820.""",Typesigned and signed: El Conde del Venadito,,,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Apodaca, Juan Ruiz de","Porcel, Antonio",,,,,,,,,,,,,,,,,
60,b35354288,b3535428,b35354288_2.tif,N65537#35,Object,,,text,,,"Don Juan Ruiz de Apodaca y Eliza ... Conde de Venadito ... Virey ... El Exmo. Sr. D. Antonio Porcél, Secretario de Estado y del despacho de lo [i.e. la] Gobernacion de Ultramar me ha comunicado, la real órden del tenor siguente ... El Rey se ha servido dirigirme con fecha 22 del presente mes ... tuve á bien restablecer ... los decretos ... aboliendo las mitas ... de indios, y cualquiera otro servicio personal",,,,,,,New Spain,"New Spain, Viceroy (1816-1821 : Apodaca)",,,,,,,,,,,,1820,,,Title from first lines of text,"""... Dado en el Palacio de Méjico á 29 de Agosto de 1820.""",Typesigned and signed: El Conde del Venadito,,,,,,text,1 sheet ([2] pages) , 44 x 32 cm,"México, publisher not identified",,,"Apodaca, Juan Ruiz de","Porcel, Antonio",,,,,,,,,,,,,,,,,
61,b35354811,b3535481,n,N65537#36,Object,,,text,,,El Escmo. Sr. Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado lo siguiente. El Gobernador del Estado de Durango hará que la Legislatura se instale,,,,,,,Durango (Mexico : State),"Mexico, President (1824-1829 : Victoria)","Mexico, Secretaria del Estado., Departamento del Interior., Seccion 1a",,,,,,,,,,,1828,,,Title from first lines of text,"""... Guadalupe Victoria.--A D. Juan de Dios Cañedo","""... México 1o. de Agosto de 1828.""",Typesigned: Cañedo,,,,,text,1 sheet ([1] page) , 30 x 21 cm,"Mexico, Primera Secretaria de Estado, Departamento del Interior, Seccion 1a",,,"Cañedo, Juan de Dios, 1786-1850","Victoria, Guadalupe, 1786-1843",,,,,,,,,,,,,,,,,
62,b35354811,b3535481,b35354811_1.tif,N65537#36,Object,,,text,,,El Escmo. Sr. Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado lo siguiente. El Gobernador del Estado de Durango hará que la Legislatura se instale,,,,,,,Durango (Mexico : State),"Mexico, President (1824-1829 : Victoria)","Mexico, Secretaria del Estado., Departamento del Interior., Seccion 1a",,,,,,,,,,,1828,,,Title from first lines of text,"""... Guadalupe Victoria.--A D. Juan de Dios Cañedo","""... México 1o. de Agosto de 1828.""",Typesigned: Cañedo,,,,,text,1 sheet ([1] page) , 30 x 21 cm,"Mexico, Primera Secretaria de Estado, Departamento del Interior, Seccion 1a",,,"Cañedo, Juan de Dios, 1786-1850","Victoria, Guadalupe, 1786-1843",,,,,,,,,,,,,,,,,
63,b35354811,b3535481,b35354811_2.tif,N65537#36,Object,,,text,,,El Escmo. Sr. Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado lo siguiente. El Gobernador del Estado de Durango hará que la Legislatura se instale,,,,,,,Durango (Mexico : State),"Mexico, President (1824-1829 : Victoria)","Mexico, Secretaria del Estado., Departamento del Interior., Seccion 1a",,,,,,,,,,,1828,,,Title from first lines of text,"""... Guadalupe Victoria.--A D. Juan de Dios Cañedo","""... México 1o. de Agosto de 1828.""",Typesigned: Cañedo,,,,,text,1 sheet ([1] page) , 30 x 21 cm,"Mexico, Primera Secretaria de Estado, Departamento del Interior, Seccion 1a",,,"Cañedo, Juan de Dios, 1786-1850","Victoria, Guadalupe, 1786-1843",,,,,,,,,,,,,,,,,
64,b35354963,b3535496,b35354963_1.tif,N65537#37,Object,,,text,,,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado ... La ley de 16 de marzo del presente año dada por la legislatura del Estado de Durango para su renovacion en el prócsimo mes de agosto, es nula ... mientras no se ratifique por la legislatura",,,,,,,Durango (Mexico : State),"Mexico, President (1824-1829 : Victoria)","Mexico, Secretaria del Estado., Seccion 1a",,,,,,,,,,,1827,,,Title from first lines of text,"""... Guadalupe Victoria.--A D. Juan José Espinosa de los Monteros ... México 5 de Mayo de 1827.""",Typesigned: Juan José Espinosa de los Monteros,,,,,,text,1 sheet ([1] page) , 20 x 16 cm,"Mexico, Primera Secretaria de Estado, Seccion 1a",,,"Espinosa de los Monteros, Juan José","Victoria, Guadalupe, 1786-1843",,,,,,,,,,,,,,,,,
65,b35355062,b3535506,n,N65537#38,Object,,,text,,,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado ... Se reunirá cada Cámara del Congreso constitucional de Durango con los individuos que hayan reunido la mayoría absoluta y relativa de votos,,,,,,,Durango (Mexico : State),"Mexico, President (1824-1829 : Victoria)","Mexico, Secretaria del Estado., Seccion de Gobierno",,,,,,,,,,,1826,,,Title from first lines of text,"""... Guadalupe Victoria.--A D. Sebastian Camacho ... México Abril 22 de 1826.""",Typesigned: Camacho,,,,,,text,1 sheet ([2] pages) , 21 x 15 cm,"Mexico, Primera Secretaria de Estado, Seccion 1 de Gobierno",,,"Camacho, Sebastian","Victoria, Guadalupe, 1786-1843",,,,,,,,,,,,,,,,,
